OG7_0000583	apis|A0A8R2JQ71
OG7_0002822	apis|A0A8R2HAJ8
OG7_0005757	apis|A0A8R2B8C4
OG7_0004810	ahos|F4B900
OG7_0004786	ahos|F4B8V7
OG7_0001655	apis|A0A8R2F8D5
OG7_0006631	apis|A0A8R2A7R9
OG7_0004749	ahos|F4B5Y2
OG7_0002572	ahos|F4B5P8
OG7_0003177	apis|A0A8R1WYM4
OG7_0000196	apis|A0A8R1W2S9
OG7_0002363	ahos|F4B9T6
OG7_0004476	ahos|F4B4V1
OG7_0004395	ahos|F4B9G3
OG7_0000359	apis|A0A8R2AZL6
OG7_0003906	apis|A0A8R2HB67
OG7_0003793	apis|A0A8R2JW11
OG7_0006340	apis|A0A8R1W3Q5
OG7_0001413	apis|A0A8R2D6X8
OG7_0001288	apis|A0A8R2FAJ8
OG7_0008499	apis|A0A8R1W725
OG7_0004242	ahos|F4B9W7
OG7_0007700	apis|A0A8R2B427
OG7_0006841	apis|A0A8R1W2U2
OG7_0008338	apis|A0A8R2A916
OG7_0003588	apis|A0A8R2FF45
OG7_0007542	apis|A0A8R2B813
OG7_0003625	apis|A0A8R2JP73
OG7_0001284	apis|A0A8R2JMX5
OG7_0003584	apis|A0A8R1W504
OG7_0002687	apis|A0A8R2FDR4
OG7_0008334	apis|A0A8R2JN16
OG7_0006282	apis|A0A8R2B8R2
OG7_0005668	apis|A0A8R1W827
OG7_0004881	ahos|F4B6K4
OG7_0000599	apis|A0A8R2NTM1
OG7_0005162	apis|A0A8R2JRW8
OG7_0007255	apis|A0A8R2HB21
OG7_0003832	apis|A0A8R1X070
OG7_0004555	ahos|F4B7Q6
OG7_0005664	apis|C4WUC1
OG7_0006020	apis|B7TYC6
OG7_0002845	apis|A0A8R2D1G6
OG7_0005139	apis|A0A8R1W9V7
OG7_0000000	apis|A0A8R2FCH8
OG7_0001911	apis|A0A8R2AC08
OG7_0003869	apis|A0A8R2JVH1
OG7_0004380	ahos|F4B555
OG7_0008066	apis|C4WST2
OG7_0008374	apis|A0A8R1W2W8
OG7_0000553	apis|A0A8R2JQQ6
OG7_0007887	apis|A0A8R2H7L0
OG7_0008027	apis|C4WV13
OG7_0007103	apis|B7TYB7
OG7_0008378	apis|A0A8R2NNB5
OG7_0001095	apis|A0A8R2HCT9
OG7_0003190	apis|A0A8R2H955
OG7_0000204	apis|A0A8R2JTN0
OG7_0003917	apis|A0A8R2FD93
OG7_0006228	apis|A0A8R2NMZ5
OG7_0002318	ahos|F4B4Y5
OG7_0004158	ahos|F4B7Y8
OG7_0005019	ahos|F4B9W4
OG7_0004652	ahos|F4B6R1
OG7_0000208	apis|A0A8R2A3F3
OG7_0002314	apis|Q201Y0
OG7_0006224	apis|A0A8R2B182
OG7_0004154	ahos|F4B4M1
OG7_0003522	apis|C4WRW6
OG7_0007645	apis|A0A8R2JW44
OG7_0005179	apis|C4WWU5
OG7_0001222	apis|A0A8R1W541
OG7_0002127	apis|A0A8R2FEZ3
OG7_0005455	apis|A0A8R2D4V1
OG7_0002166	apis|C4WW51
OG7_0000393	apis|A0A8R2A659
OG7_0003185	apis|A0A8R1W662
OG7_0003759	apis|A0A8R2ACR3
OG7_0008347	apis|C4WUP5
OG7_0001080	apis|A0A8R2NKM5
OG7_0008453	apis|A0A8R2D1Q4
OG7_0003872	apis|A0A8R2BA46
OG7_0004992	ahos|F4B7H0
OG7_0005721	apis|A0A8R1VYU2
OG7_0001552	apis|C4WUF5
OG7_0007835	apis|A0A8R2A4D9
OG7_0003252	apis|A0A8R2A579
OG7_0007317	apis|C4WTS4
OG7_0006462	apis|A0A8R2ABI9
OG7_0002675	apis|A0A8R1W5N2
OG7_0001729	apis|A0A8R2JQK7
OG7_0005613	apis|A0A8R2A182
OG7_0002884	apis|A0A8R2D288
OG7_0001171	apis|X1XBY0
OG7_0008615	apis|A0A8R2H900
OG7_0003006	apis|A0A8R2NU09
OG7_0006394	apis|A0A8R2D3S5
OG7_0002888	apis|A0A8R2B7H6
OG7_0006439	apis|A0A8R2FBZ1
OG7_0006398	apis|A0A8R1W7D0
OG7_0000900	apis|A0A8R1W6I6
OG7_0005867	apis|A0A8R2NLQ3
OG7_0002532	apis|C4WUN8
OG7_0000223	apis|A0A8R2NPL5
OG7_0001011	apis|A0A8R1W779
OG7_0004436	ahos|F4BA59
OG7_0003137	apis|A0A8R1W3J8
OG7_0006920	apis|A0A8R1W306
OG7_0005826	apis|A0A8R2BAB5
OG7_0006203	apis|C4WSU1
OG7_0001392	apis|A0A8R1WAD7
OG7_0006671	apis|A0A8R1ZYI4
OG7_0006558	apis|A0A8R2A614
OG7_0001464	apis|A0A8R2FAK6
OG7_0002569	ahos|F4B8D1
OG7_0007128	apis|A0A8R1W4I2
OG7_0005576	apis|A0A8R1WZK1
OG7_0007622	apis|A0A8R2NTU4
OG7_0003545	apis|A0A8R2JPX2
OG7_0001468	apis|A0A8R2FDX0
OG7_0006554	apis|A0A8R2JMN2
OG7_0001245	apis|A0A8R2NQR1
OG7_0007124	apis|A0A8R2D7Y0
OG7_0003216	apis|A0A8R2JQR1
OG7_0006964	apis|C4WSS1
OG7_0002243	apis|A0A8R2JSW3
OG7_0001516	apis|C4WS03
OG7_0004808	ahos|F4B9R2
OG7_0006730	apis|C4WSS7
OG7_0002959	apis|A0A8R2JVJ8
OG7_0006968	apis|Q201Y7
OG7_0004804	ahos|F4B7A3
OG7_0004065	ahos|F4B779
OG7_0006173	apis|A0A8R1XIE9
OG7_0000587	apis|A0A8R2JVU8
OG7_0007160	apis|A0A8R1W304
OG7_0005071	ahos|F4B3L1
OG7_0001420	apis|A0A8R1WBH3
OG7_0007853	apis|A0A8R2A7G6
OG7_0008487	apis|A0A8R2BAM9
OG7_0002699	apis|A0A8R2B9D3
OG7_0005702	apis|C4WVN0
OG7_0001939	apis|A0A8R2A6E6
OG7_0005540	apis|A0A8R1W7B5
OG7_0005111	apis|A0A8R2A7C7
OG7_0001201	apis|A0A8R1X067
OG7_0001673	apis|A0A8R2B8X0
OG7_0003501	apis|A0A8R2AE90
OG7_0002717	apis|A0A8R2ADX6
OG7_0006013	apis|A0A8R2NQC1
OG7_0001962	apis|A0A8R2B1S4
OG7_0006336	apis|A0A8R2A6S8
OG7_0005209	apis|C4WYF6
OG7_0000014	apis|A0A8R2NU01
OG7_0000147	apis|A0A8R2D1D4
OG7_0005195	apis|A0A8R1VZX4
OG7_0000018	apis|A0A8R2NLQ8
OG7_0000461	apis|A0A8R2H8A5
OG7_0005931	apis|A0A8R2FEN7
OG7_0000535	apis|A0A8R2BAW0
OG7_0004616	ahos|F4B5G8
OG7_0001119	apis|A0A8R2JL09
OG7_0008193	apis|A0A8R2NKH4
OG7_0006619	apis|C4WT85
OG7_0008561	apis|A0A8R1W5V9
OG7_0007718	apis|A0A8R2A9D9
OG7_0001079	apis|A0A8R2HBV7
OG7_0004573	ahos|F4B5F9
OG7_0007714	apis|A0A8R2A3U3
OG7_0007601	apis|A0A8R2JSW7
OG7_0008435	apis|A0A8R2D7U0
OG7_0004362	ahos|F4B4M3
OG7_0007273	apis|A0A8R2NQV0
OG7_0002093	apis|A0A8R2NUR4
OG7_0006260	apis|A0A8R1W208
OG7_0000174	apis|A0A8R2A4B3
OG7_0004494	ahos|F4B6B4
OG7_0000672	apis|A0A8R2A8K0
OG7_0005433	apis|A0A8R2B6C8
OG7_0005180	apis|A0A8R1W691
OG7_0000178	apis|A0A8R2JSW6
OG7_0004498	ahos|F4B756
OG7_0000963	apis|A0A8R2NTC2
OG7_0003450	apis|A0A8R2ABV7
OG7_0004823	ahos|F4B987
OG7_0004339	ahos|F4B4R3
OG7_0006797	apis|A0A8R2NTJ9
OG7_0007409	apis|A0A8R2A866
OG7_0004607	ahos|F4B6T7
OG7_0005971	apis|A0A8R1W1S7
OG7_0008226	apis|A0A8R2NS92
OG7_0005620	apis|A0A8R2JKY4
OG7_0000575	apis|A0A8R2B815
OG7_0001843	apis|A0A8R2NNI0
OG7_0006411	apis|A0A8R2ACH2
OG7_0008267	apis|A0A8R2FC67
OG7_0002059	apis|A0A8R2JQ13
OG7_0006068	apis|A0A8R2NWD4
OG7_0005358	apis|A0A8R2A663
OG7_0004965	ahos|F4B6D6
OG7_0000825	apis|C4WU61
OG7_0005354	apis|A0A8R1W3W0
OG7_0006805	apis|B7TYC3
OG7_0006064	apis|A0A8R2A7F5
OG7_0006376	apis|A0A8R2ABT7
OG7_0000138	apis|A0A8R1W257
OG7_0002300	ahos|F4B5X9
OG7_0006913	apis|A0A8R2HBV8
OG7_0001062	apis|A0A8R2FDF0
OG7_0004379	ahos|F4B3W2
OG7_0005783	apis|A0A8R2A4S3
OG7_0000134	apis|A0A8R2NW58
OG7_0000632	apis|A0A8R1X3J2
OG7_0005473	apis|A0A8R2FCE4
OG7_0002415	apis|C4WSL5
OG7_0000210	ahos|F4B6Y7
OG7_0004533	ahos|F4B610
OG7_0001039	apis|A0A8R2NK18
OG7_0005594	apis|A0A8R2H9F9
OG7_0007233	apis|A0A8R2F9T8
OG7_0008475	apis|A0A8R1WY91
OG7_0002801	apis|A0A8R1VYP3
OG7_0000669	apis|A0A8R1VZZ5
OG7_0005598	apis|A0A8R2A0S0
OG7_0008159	apis|A0A8R2NQC6
OG7_0005031	ahos|F4B5Z1
OG7_0001365	apis|A0A8R2D6I0
OG7_0002491	apis|Q201W6
OG7_0002653	apis|A0A8R2NN36
OG7_0008396	apis|A0A8R2A357
OG7_0007763	apis|A0A8R2JVY2
OG7_0000842	apis|A0A8R1WB48
OG7_0006770	apis|A0A8R2A4J5
OG7_0000456	apis|A0A8R2JP21
OG7_0000918	apis|A0A8R2NQE2
OG7_0006133	apis|A0A8R2B9Q4
OG7_0001507	ahos|F4B404
OG7_0006480	apis|A0A8R2FD89
OG7_0000914	apis|A0A8R1W596
OG7_0003207	apis|C4WS31
OG7_0000063	apis|A0A8R2BB86
OG7_0008556	apis|J9KXW2
OG7_0006495	apis|A0A8R1WAT7
OG7_0002993	apis|A0A8R2D3P2
OG7_0002706	apis|A0A8R2H5F2
OG7_0004440	ahos|F4B9K5
OG7_0001633	apis|A0A8R2NT97
OG7_0001979	apis|A0A8R2JPK7
OG7_0000281	apis|A0A8R2F7D2
OG7_0007899	apis|A0A8R2H648
OG7_0003428	apis|A0A8R2FE09
OG7_0007301	apis|A0A8R2JL32
OG7_0004662	ahos|F4B5B0
OG7_0004164	ahos|F4B4N0
OG7_0003893	apis|A0A8R1WAX8
OG7_0005277	apis|A0A8R2A9D4
OG7_0003424	apis|A0A8R2A2I1
OG7_0004973	ahos|F4B8U8
OG7_0006319	apis|A0A8R1WZ88
OG7_0002229	apis|A0A8R2JQU3
OG7_0004168	ahos|F4B9Q8
OG7_0008202	apis|A0A8R2NTJ6
OG7_0001136	apis|A0A8R1W7B8
OG7_0007437	apis|A0A8R2JLZ6
OG7_0004639	ahos|F4B9B0
OG7_0000372	apis|C4WU25
OG7_0007800	apis|A0A8R1VZJ7
OG7_0000563	apis|A0A8R2B2V9
OG7_0006741	apis|A0A8R2HBK2
OG7_0008056	apis|A0A8R2JTY9
OG7_0001007	apis|A0A8R2JLN2
OG7_0003732	apis|A0A8R2A1G6
OG7_0004471	ahos|F4B9V4
OG7_0000191	apis|A0A8R2A316
OG7_0008463	apis|A0A8R2A6I2
OG7_0004781	ahos|F4B8A7
OG7_0006636	apis|A0A8R1W0P2
OG7_0004316	ahos|F4B581
OG7_0002156	apis|A0A8R2B9B4
OG7_0005465	apis|A0A8R2H697
OG7_0003769	apis|A0A8R2NLG1
OG7_0005248	apis|A0A8R2AD21
OG7_0005531	apis|A0A8R1W5T4
OG7_0000935	apis|A0A8R2A5P2
OG7_0005244	apis|A0A8R1W4W3
OG7_0002745	apis|A0A8R1WYX2
OG7_0006889	apis|A0A8R2AC91
OG7_0002438	ahos|F4B718
OG7_0002399	apis|A0A8R2D742
OG7_0005098	apis|A0A8R2B6X4
OG7_0002434	apis|A0A8R1VYW0
OG7_0001539	apis|C4WUL5
OG7_0004033	apis|C4WUX9
OG7_0000115	apis|A0A8R1WAS7
OG7_0006846	apis|A0A8R1W0F9
OG7_0005094	apis|A0A8R2D808
OG7_0005940	apis|A0A8R2A8V6
OG7_0003239	apis|A0A8R2A5X9
OG7_0006452	apis|C4WXD9
OG7_0007775	apis|J9JZ80
OG7_0003901	apis|A0A8R1W777
OG7_0007485	apis|A0A8R2F7Y9
OG7_0001562	apis|A0A8R2FF01
OG7_0001373	apis|C4WUV4
OG7_0003262	apis|A0A8R2A9H3
OG7_0006564	apis|A0A8R2AAB7
OG7_0001458	apis|A0A8R2D6K1
OG7_0007490	apis|A0A8R1VZH1
OG7_0001916	apis|A0A8R2NRF5
OG7_0002722	apis|A0A8R1W465
OG7_0002559	ahos|F4B4K9
OG7_0006568	apis|C4WXJ1
OG7_0001454	apis|A0A8R2B851
OG7_0000987	apis|C4WVV5
OG7_0004849	ahos|F4B7M3
OG7_0003403	apis|C4WRU3
OG7_0005857	apis|A0A8R2A2J9
OG7_0004710	ahos|F4B5U6
OG7_0000075	apis|C4WUW0
OG7_0004886	ahos|F4B5B5
OG7_0008283	apis|A0A8R2A7V0
OG7_0008418	apis|A0A8R1W1K6
OG7_0001829	apis|A0A8R2JPS6
OG7_0001333	apis|A0A8R2JUP5
OG7_0002593	apis|A0A8R2AC07
OG7_0008414	apis|A0A8R1W5G8
OG7_0007735	apis|A0A8R2B644
OG7_0002788	apis|C4WW31
OG7_0006165	apis|A0A8R2HBB1
OG7_0002474	apis|A0A8R1W7J9
OG7_0004073	ahos|F4B6Q4
OG7_0001579	ahos|F4B3N6
OG7_0003279	apis|C4WVV6
OG7_0005285	apis|A0A8R1W4S5
OG7_0002478	ahos|F4B9H9
OG7_0002784	apis|A0A8R2JW92
OG7_0008061	apis|C4WXQ3
OG7_0000035	apis|A0A8R2D2Z3
OG7_0005726	apis|A0A8R1W407
OG7_0002353	ahos|F4BA53
OG7_0004113	ahos|F4B439
OG7_0005290	apis|A0A8R2NM16
OG7_0002447	ahos|F4B9M5
OG7_0005767	apis|A0A8R2BAU8
OG7_0001665	apis|A0A8R2B8I3
OG7_0002161	apis|A0A8R1W656
OG7_0000518	apis|A0A8R2JRM6
OG7_0001907	apis|A0A8R2B5F8
OG7_0000514	apis|A0A8R2NKV1
OG7_0006513	apis|A0A8R1ZYC3
OG7_0000332	apis|A0A8R2D4J3
OG7_0007787	apis|A0A8R1VZ32
OG7_0007477	apis|A0A8R1W1V4
OG7_0004679	ahos|F4B3N7
OG7_0001176	apis|A0A8R2F891
OG7_0002600	apis|Q201X7
OG7_0003001	apis|A0A8R1TEQ1
OG7_0005237	apis|A0A8R1XHD4
OG7_0000369	apis|A0A8R1W147
OG7_0004933	ahos|F4B5Z5
OG7_0005994	apis|C4WVH2
OG7_0005040	ahos|F4B654
OG7_0005998	apis|A0A8R2NS98
OG7_0005571	apis|A0A8R2B7F1
OG7_0000975	apis|A0A8R2H599
OG7_0003859	apis|A0A8R2ACD6
OG7_0000087	apis|A0A8R2A5R3
OG7_0004307	ahos|F4B7J4
OG7_0005320	apis|A0A8R2A0C0
OG7_0007265	apis|A0A8R2D8B1
OG7_0005152	apis|A0A8R2NKL8
OG7_0005821	apis|C4WUG5
OG7_0004565	ahos|F4B952
OG7_0005654	apis|A0A8R1W4U0
OG7_0007448	apis|A0A8R2NT14
OG7_0003482	apis|A0A8R2A2N9
OG7_0006676	apis|A0A8R1W2X4
OG7_0001016	apis|A0A8R2JQ51
OG7_0003772	apis|A0A8R2D452
OG7_0007444	apis|A0A8R2NPZ7
OG7_0005658	apis|A0A8R2H4S5
OG7_0004431	ahos|F4B7A7
OG7_0003045	apis|A0A8R2B6S5
OG7_0005076	ahos|F4B4L4
OG7_0006054	apis|A0A8R1W807
OG7_0005364	apis|A0A8R2D7Z6
OG7_0000999	apis|A0A8R1W716
OG7_0005368	apis|A0A8R2D3J3
OG7_0006058	apis|C4WW63
OG7_0002069	apis|A0A8R2B3V1
OG7_0004955	ahos|F4B8F7
OG7_0004680	ahos|F4B4W4
OG7_0008257	apis|A0A8R2A3Q8
OG7_0003211	apis|A0A8R2B745
OG7_0002032	apis|A0A8R2JR85
OG7_0001511	ahos|F4B8M1
OG7_0001140	apis|A0A8R2D3X3
OG7_0005492	apis|C4WUM2
OG7_0006640	apis|A0A8R2B514
OG7_0007814	apis|A0A8R1W2X9
OG7_0008169	apis|C4WYG0
OG7_0000659	apis|A0A8R2F9N2
OG7_0001206	apis|A0A8R2NRA0
OG7_0003506	apis|A0A8R1W7T1
OG7_0007818	apis|A0A8R1W6I9
OG7_0004695	ahos|F4B8N7
OG7_0002387	ahos|F4B7D3
OG7_0008634	apis|A0A8R2H918
OG7_0008132	apis|A0A8R2A3P0
OG7_0007942	apis|C4WWD5
OG7_0006897	apis|A0A8R2NRU9
OG7_0005116	apis|A0A8R2D8I8
OG7_0003988	apis|A0A8R2D178
OG7_0004723	ahos|F4B8C7
OG7_0001052	apis|A0A8R2A7F2
OG7_0008638	apis|A0A8R1W5F7
OG7_0003325	apis|A0A8R1W4J2
OG7_0003984	apis|A0A8R2B5X6
OG7_0005936	apis|C4WS16
OG7_0006830	apis|A0A8R2HAW2
OG7_0004611	ahos|F4B4G9
OG7_0004704	ahos|F4B651
OG7_0000427	apis|A0A8R1WZ66
OG7_0006407	apis|A0A8R2HC04
OG7_0000466	apis|A0A8R2NNM5
OG7_0001580	ahos|F4B507
OG7_0004708	ahos|F4B7H5
OG7_0003280	apis|A0A8R2ACS2
OG7_0002663	apis|A0A8R1VZ75
OG7_0007753	apis|A0A8R2A673
OG7_0003022	apis|C4WWI7
OG7_0006331	apis|A0A8R1W736
OG7_0001355	apis|A0A8R2D8F9
OG7_0002972	apis|A0A8R2D728
OG7_0005802	apis|A0A8R2H8M9
OG7_0003342	apis|A0A8R2A7B0
OG7_0007388	apis|A0A8R1W7S8
OG7_0007384	apis|A0A8R2A7K3
OG7_0005519	apis|C4WUF6
OG7_0007925	apis|A0A8R2NW89
OG7_0003295	apis|C4WWA8
OG7_0008527	apis|C4WSG5
OG7_0003109	apis|A0A8R1WAJ7
OG7_0007606	apis|A0A8R2B5Q4
OG7_0001595	apis|A0A8R2B766
OG7_0002335	ahos|F4B6X7
OG7_0008566	apis|A0A8R2A1E4
OG7_0000053	apis|A0A8R2H6Q5
OG7_0002817	apis|A0A8R2H7D8
OG7_0001692	apis|A0A8R1W9U1
OG7_0002932	apis|C4WRU1
OG7_0006371	apis|C4WUN7
OG7_0000500	apis|C4WVA7
OG7_0007863	apis|A0A8R2A6I0
OG7_0001194	apis|A0A8R1W6U7
OG7_0000742	apis|A0A8R2H686
OG7_0007150	apis|C4WTB4
OG7_0006520	apis|A0A8R2A9I2
OG7_0001198	apis|A0A8R2D0U1
OG7_0006958	apis|C4WWQ4
OG7_0002969	apis|A0A8R2A9V7
OG7_0006416	apis|A0A8R2NSP9
OG7_0007322	apis|A0A8R1W1Q2
OG7_0003945	apis|A0A8R1VY81
OG7_0006870	apis|A0A8R1W021
OG7_0005976	apis|C4WY05
OG7_0008221	apis|A0A8R1VZP5
OG7_0006954	apis|A0A8R1VZC0
OG7_0000099	apis|A0A8R2BAR7
OG7_0001952	apis|A0A8R2F927
OG7_0002375	apis|A0A8R2A2L8
OG7_0005313	apis|A0A8R2A222
OG7_0002806	apis|A0A8R2D4I2
OG7_0003084	apis|A0A8R2A260
OG7_0007617	apis|A0A8R2A9F1
OG7_0004419	ahos|F4B928
OG7_0007042	apis|A0A8R1XH38
OG7_0003088	apis|A0A8R1W5N8
OG7_0006698	apis|A0A8R2H6B5
OG7_0008400	apis|C4WVR3
OG7_0007799	apis|A0A8R2D315
OG7_0008315	apis|A0A8R1W594
OG7_0006694	apis|A0A8R2F9Q3
OG7_0006192	apis|A0A8R1W4M5
OG7_0001743	apis|C4WUR7
OG7_0003922	apis|A0A8R1VZV5
OG7_0002072	apis|A0A8R1X0Y1
OG7_0000693	apis|A0A8R2D4W8
OG7_0000451	apis|A0A8R2JX50
OG7_0007345	apis|A0A8R2A7H1
OG7_0006705	apis|A0A8R2A1E1
OG7_0008391	apis|C4WV16
OG7_0004592	ahos|F4B8G7
OG7_0005036	ahos|F4B4U9
OG7_0008012	apis|A0A8R1W0N6
OG7_0007292	apis|A0A8R1WA61
OG7_0008647	apis|A0A8R2NN44
OG7_0002496	ahos|F4B8H7
OG7_0000725	apis|A0A8R2H8Z7
OG7_0000286	apis|A0A8R2JWM8
OG7_0000953	apis|A0A8R2JSN3
OG7_0003460	apis|A0A8R2FDH8
OG7_0006250	apis|A0A8R1W8S8
OG7_0004120	ahos|F4B690
OG7_0005107	apis|A0A8R1W3B3
OG7_0000249	apis|A0A8R2A9Z1
OG7_0008172	apis|C4WUT3
OG7_0005883	apis|C4WTL3
OG7_0003517	apis|A0A8R2F7V6
OG7_0002701	apis|A0A8R2NQD4
OG7_0002614	apis|A0A8R1W2H3
OG7_0002112	apis|A0A8R2F8E6
OG7_0004352	ahos|F4B4P5
OG7_0001217	apis|A0A8R2AEU4
OG7_0007025	apis|A0A8R2JUT4
OG7_0002618	apis|C4WVK9
OG7_0008551	apis|C4WXA9
OG7_0006848	apis|A0A8R2NVG9
OG7_0008331	apis|C4WRY4
OG7_0003581	apis|A0A8R2D2P3
OG7_0001281	apis|A0A8R2H2C1
OG7_0003855	apis|A0A8R2A5R9
OG7_0005096	apis|A0A8R2NLG6
OG7_0006844	apis|C4WVW8
OG7_0004532	ahos|F4B4N1
OG7_0000979	apis|A0A8R1W3T9
OG7_0007610	apis|A0A8R2HAL8
OG7_0002436	ahos|F4B8Y4
OG7_0007232	apis|A0A8R2A5W9
OG7_0008407	apis|C4WWP0
OG7_0000633	ahos|F4B502
OG7_0005472	apis|A0A8R2A6F9
OG7_0006912	apis|A0A8R2A6M3
OG7_0004569	ahos|F4B977
OG7_0001063	apis|C4WXV3
OG7_0007269	apis|A0A8R2AFQ6
OG7_0005782	apis|A0A8R2AE16
OG7_0001914	apis|A0A8R2H4G1
OG7_0004675	ahos|F4BA18
OG7_0000507	apis|A0A8R2FCS7
OG7_0006566	apis|A0A8R2F867
OG7_0001918	apis|A0A8R1W4W4
OG7_0006527	apis|A0A8R2A7V9
OG7_0001456	apis|A0A8R2D451
OG7_0007157	apis|C4WWZ1
OG7_0005661	apis|A0A8R2D8S1
OG7_0001842	apis|A0A8R2FBE5
OG7_0004888	ahos|F4B4T3
OG7_0004884	ahos|F4B934
OG7_0006877	apis|C4WUL6
OG7_0000365	apis|A0A8R1W6Z2
OG7_0004166	ahos|F4B611
OG7_0003467	apis|A0A8R2AC94
OG7_0001669	apis|A0A8R2JNS0
OG7_0004127	ahos|F4B5J9
OG7_0006257	apis|A0A8R1W4A4
OG7_0003426	apis|A0A8R2D1X7
OG7_0000039	apis|A0A8R2F985
OG7_0005100	apis|J9JZM3
OG7_0001210	apis|A0A8R2A005
OG7_0002992	apis|A0A8R2NK86
OG7_0008058	apis|A0A8R1W5J0
OG7_0001632	apis|A0A8R1X1V9
OG7_0003510	apis|A0A8R2FCP4
OG7_0001134	apis|A0A8R2JVP0
OG7_0003141	apis|A0A8R2A504
OG7_0008054	apis|A0A8R2NS64
OG7_0007681	apis|C4WYE1
OG7_0000062	apis|A0A8R1W388
OG7_0001138	apis|A0A8R2JV61
OG7_0006638	apis|C4WTP5
OG7_0007739	apis|A0A8R1W0E8
OG7_0006634	apis|A0A8R1VZG7
OG7_0001825	apis|A0A8R1WYT0
OG7_0006132	apis|A0A8R2AEQ8
OG7_0002652	apis|A0A8R2NQ05
OG7_0007762	apis|A0A8R2F827
OG7_0005289	apis|A0A8R2FD47
OG7_0000843	apis|A0A8R2JNH0
OG7_0004314	ahos|F4B426
OG7_0002154	apis|A0A8R2H8Z2
OG7_0003275	apis|A0A8R1W9J0
OG7_0008640	apis|A0A8R2NLU0
OG7_0005246	apis|A0A8R2ADV9
OG7_0002158	apis|A0A8R2NVI0
OG7_0001575	apis|A0A8R2A2Y9
OG7_0004318	ahos|F4B4A5
OG7_0006169	apis|A0A8R2NKC2
OG7_0006012	apis|A0A8R2NRP4
OG7_0001963	apis|A0A8R1W7A0
OG7_0002555	apis|A0A8R2BAC2
OG7_0006647	apis|A0A8R1W5Y5
OG7_0001178	apis|A0A8R2D110
OG7_0006391	apis|A0A8R2A0Z6
OG7_0001672	apis|A0A8R2JTZ4
OG7_0001174	apis|A0A8R2B415
OG7_0002881	apis|C4WRZ9
OG7_0005703	apis|C4WXH6
OG7_0006890	apis|A0A8R2JUS0
OG7_0005996	apis|A0A8R1W7M6
OG7_0000079	apis|A0A8R1W0F7
OG7_0002380	apis|C4WTN2
OG7_0004845	ahos|F4B3R7
OG7_0007121	apis|A0A8R2HA84
OG7_0003235	apis|A0A8R2A277
OG7_0000119	apis|A0A8R2JWH0
OG7_0001535	apis|C4WVL8
OG7_0006551	apis|A0A8R2FB27
OG7_0007852	apis|A0A8R2H5M8
OG7_0002395	ahos|F4B6C5
OG7_0001461	apis|A0A8R2NTF7
OG7_0006885	apis|A0A8R2D7J3
OG7_0006674	apis|C4WXB2
OG7_0001018	apis|A0A8R2B7E8
OG7_0005656	apis|A0A8R2D489
OG7_0008250	apis|A0A8R2A0G8
OG7_0007489	apis|A0A8R2NPG7
OG7_0004687	ahos|F4B4G2
OG7_0006172	apis|A0A8R2FCF1
OG7_0007446	apis|A0A8R1W256
OG7_0001147	apis|A0A8R2JP11
OG7_0006678	apis|A0A8R1W3F7
OG7_0002242	apis|A0A8R2D5L0
OG7_0001014	apis|A0A8R2JM67
OG7_0007779	apis|A0A8R2B3W6
OG7_0002311	ahos|F4B6T4
OG7_0006221	apis|A0A8R2A6I8
OG7_0004151	ahos|F4B3R3
OG7_0000962	apis|A0A8R2BBR7
OG7_0004822	ahos|F4B4J3
OG7_0002092	apis|A0A8R2H3F0
OG7_0005432	apis|A0A8R2F8T0
OG7_0000673	apis|A0A8R2JTX0
OG7_0008416	apis|A0A8R2NV26
OG7_0000201	apis|I6QCN4
OG7_0002749	apis|A0A8R2D2H8
OG7_0004572	ahos|F4B5Y9
OG7_0000939	apis|A0A8R2FBZ3
OG7_0007272	apis|A0A8R1VZS6
OG7_0008520	apis|A0A8R1VY84
OG7_0004363	ahos|F4B4K3
OG7_0002476	apis|A0A8R2A9X0
OG7_0008371	apis|A0A8R2AEN4
OG7_0002810	apis|A0A8R1W6G5
OG7_0003765	apis|A0A8R1W682
OG7_0002786	apis|A0A8R2JSK1
OG7_0005469	apis|A0A8R1W3E4
OG7_0000420	apis|A0A8R2D7K7
OG7_0006315	apis|A0A8R2NT33
OG7_0002225	apis|A0A8R2A557
OG7_0005724	apis|C4WXA8
OG7_0006837	apis|C4WRQ6
OG7_0008192	apis|A0A8R1W3P7
OG7_0005728	apis|A0A8R2JMW8
OG7_0003287	apis|A0A8R1W985
OG7_0006400	apis|A0A8R2AAU7
OG7_0001587	ahos|F4B8Q3
OG7_0000516	apis|A0A8R2BAR3
OG7_0004635	ahos|F4BA55
OG7_0004993	ahos|F4B712
OG7_0004706	ahos|F4B559
OG7_0000245	apis|A0A8R2H4U8
OG7_0002440	apis|Q201U8
OG7_0005297	apis|A0A8R1W0E4
OG7_0000468	apis|A0A8R2D439
OG7_0005934	apis|A0A8R2B8S0
OG7_0008452	apis|A0A8R2A4Q9
OG7_0005938	apis|A0A8R2A3W5
OG7_0003873	apis|A0A8R1XF80
OG7_0005760	apis|A0A8R1W828
OG7_0000464	apis|A0A8R2A8L3
OG7_0000392	apis|A0A8R2AA44
OG7_0007029	apis|C4WRW0
OG7_0003523	apis|A0A8R1X140
OG7_0000011	apis|A0A8R2H636
OG7_0001900	apis|A0A8R2JQ31
